chrom	start	stop	gene	transcript	exon
10	114724315	114724383	TCF7L2	NM_001146274	exon4
10	114799784	114799885	TCF7L2	NM_001146274	exon5
10	114900943	114901075	TCF7L2	NM_001146274	exon6
10	114903682	114903784	TCF7L2	NM_001146274	exon7
10	114905770	114905856	TCF7L2	NM_001146274	exon8
10	114910757	114910882	TCF7L2	NM_001146274	exon9
10	114911484	114911643	TCF7L2	NM_001146274	exon10
10	114912092	114912199	TCF7L2	NM_001146274	exon11
10	114917780	114917828	TCF7L2	NM_001146274	exon12
10	114920378	114920450	TCF7L2	NM_001146274	exon13
10	114925314	114925731	TCF7L2	NM_001146274	exon14
10	123239371	123239535	FGFR2	NM_000141	exon18
10	123243212	123243317	FGFR2	NM_000141	exon17
10	123244909	123245046	FGFR2	NM_000141	exon16
10	123246868	123246938	FGFR2	NM_000141	exon15
10	123247505	123247627	FGFR2	NM_000141	exon14
10	123256046	123256236	FGFR2	NM_000141	exon13
10	123258009	123258119	FGFR2	NM_000141	exon12
10	123260340	123260461	FGFR2	NM_000141	exon11
10	123263304	123263455	FGFR2	NM_000141	exon10
10	123274631	123274833	FGFR2	NM_000141	exon9
10	123276833	123276977	FGFR2	NM_000141	exon8
10	123279493	123279683	FGFR2	NM_000141	exon7
10	123298106	123298229	FGFR2	NM_000141	exon6
10	123310804	123310973	FGFR2	NM_000141	exon5
10	123324016	123324093	FGFR2	NM_000141	exon4
10	123324952	123325218	FGFR2	NM_000141	exon3
10	123353223	123353331	FGFR2	NM_000141	exon2
11	532636	532755	HRAS	NM_001130442	exon5
11	533453	533612	HRAS	NM_001130442	exon4
11	533766	533944	HRAS	NM_001130442	exon3
11	534212	534322	HRAS	NM_001130442	exon2
11	2154217	2154453	IGF2	NM_001127598	exon5
11	2154747	2154895	IGF2	NM_001127598	exon4
11	2156597	2156759	IGF2	NM_001127598	exon3
11	2161365	2161526	IGF2	NM_001127598	exon2
11	8246163	8246268	LMO1	NM_002315	exon4
11	8248522	8248647	LMO1	NM_002315	exon3
11	8251838	8252051	LMO1	NM_002315	exon2
11	8284885	8284909	LMO1	NM_002315	exon1
11	17741330	17741959	MYOD1	NM_002478	exon1
11	17742449	17742527	MYOD1	NM_002478	exon2
11	17742802	17743055	MYOD1	NM_002478	exon3
11	32410604	32410725	WT1	NM_024426	exon10
11	32413518	32413610	WT1	NM_024426	exon9
11	32414212	32414301	WT1	NM_024426	exon8
11	32417803	32417953	WT1	NM_024426	exon7
11	32421494	32421590	WT1	NM_024426	exon6
11	32438036	32438086	WT1	NM_024426	exon5
11	32439123	32439200	WT1	NM_024426	exon4
11	32449502	32449604	WT1	NM_024426	exon3
11	32450043	32450165	WT1	NM_024426	exon2
11	32456246	32456891	WT1	NM_024426	exon1
11	61197619	61197654	SDHAF2	NM_017841	exon1
11	61205097	61205320	SDHAF2	NM_017841	exon2
11	61205476	61205585	SDHAF2	NM_017841	exon3
11	61213413	61213543	SDHAF2	NM_017841	exon4
11	64126708	64126762	RPS6KA4	NM_003942	exon1
11	64126850	64126921	RPS6KA4	NM_003942	exon2
11	64127635	64127853	RPS6KA4	NM_003942	exon3
11	64127949	64128064	RPS6KA4	NM_003942	exon4
11	64128606	64128713	RPS6KA4	NM_003942	exon5
11	64128941	64129021	RPS6KA4	NM_003942	exon6
11	64129114	64129217	RPS6KA4	NM_003942	exon7
11	64129324	64129474	RPS6KA4	NM_003942	exon8
11	64132773	64132937	RPS6KA4	NM_003942	exon9
11	64135604	64135732	RPS6KA4	NM_003942	exon10
11	64135940	64136073	RPS6KA4	NM_003942	exon11
11	64136176	64136269	RPS6KA4	NM_003942	exon12
11	64136918	64137091	RPS6KA4	NM_003942	exon13
11	64137171	64137365	RPS6KA4	NM_003942	exon14
11	64137697	64137856	RPS6KA4	NM_003942	exon15
11	64138035	64138198	RPS6KA4	NM_003942	exon16
11	64138755	64138952	RPS6KA4	NM_003942	exon17
11	64571806	64572288	MEN1	NM_000244	exon10
11	64572506	64572670	MEN1	NM_000244	exon9
11	64573107	64573242	MEN1	NM_000244	exon8
11	64573704	64573840	MEN1	NM_000244	exon7
11	64574483	64574570	MEN1	NM_000244	exon6
11	64574651	64574691	MEN1	NM_000244	exon5
11	64575024	64575152	MEN1	NM_000244	exon4
11	64575363	64575571	MEN1	NM_000244	exon3
11	64577122	64577581	MEN1	NM_000244	exon2
11	67196017	67196094	RPS6KB2	NM_003952	exon1
11	67196453	67196493	RPS6KB2	NM_003952	exon2
11	67196591	67196711	RPS6KB2	NM_003952	exon3
11	67196998	67197066	RPS6KB2	NM_003952	exon4
11	67198839	67198986	RPS6KB2	NM_003952	exon5
11	67200071	67200128	RPS6KB2	NM_003952	exon6
11	67200208	67200308	RPS6KB2	NM_003952	exon7
11	67200423	67200513	RPS6KB2	NM_003952	exon8
11	67200597	67200687	RPS6KB2	NM_003952	exon9
11	67200811	67200918	RPS6KB2	NM_003952	exon10
11	67201466	67201528	RPS6KB2	NM_003952	exon11
11	67201669	67201746	RPS6KB2	NM_003952	exon12
11	67201848	67201955	RPS6KB2	NM_003952	exon13
11	67202053	67202165	RPS6KB2	NM_003952	exon14
11	67202460	67202640	RPS6KB2	NM_003952	exon15
11	69456082	69456279	CCND1	NM_053056	exon1
11	69457799	69458014	CCND1	NM_053056	exon2
11	69458600	69458759	CCND1	NM_053056	exon3
11	69462762	69462910	CCND1	NM_053056	exon4
11	69465886	69466050	CCND1	NM_053056	exon5
11	69514030	69514344	FGF19	NM_005117	exon3
11	69518029	69518132	FGF19	NM_005117	exon2
11	69518413	69518644	FGF19	NM_005117	exon1
11	69588077	69588253	FGF4	NM_002007	exon3
11	69588792	69588895	FGF4	NM_002007	exon2
11	69589513	69589852	FGF4	NM_002007	exon1
11	69625073	69625468	FGF3	NM_005247	exon3
11	69631088	69631191	FGF3	NM_005247	exon2
11	69633482	69633701	FGF3	NM_005247	exon1
11	77034319	77034405	PAK1	NM_002576	exon15
11	77043775	77043912	PAK1	NM_002576	exon14
11	77047131	77047327	PAK1	NM_002576	exon13
11	77048369	77048468	PAK1	NM_002576	exon12
11	77051691	77051808	PAK1	NM_002576	exon11
11	77054864	77054976	PAK1	NM_002576	exon10
11	77060284	77060332	PAK1	NM_002576	exon9
11	77064581	77064644	PAK1	NM_002576	exon8
11	77066713	77066887	PAK1	NM_002576	exon7
11	77069943	77070062	PAK1	NM_002576	exon6
11	77085373	77085410	PAK1	NM_002576	exon5
11	77090286	77090433	PAK1	NM_002576	exon4
11	77090939	77091039	PAK1	NM_002576	exon3
11	77103376	77103565	PAK1	NM_002576	exon2
11	85956272	85956385	EED	NM_003797	exon1
11	85961338	85961490	EED	NM_003797	exon2
11	85963190	85963282	EED	NM_003797	exon3
11	85966264	85966329	EED	NM_003797	exon4
11	85967429	85967554	EED	NM_003797	exon5
11	85968557	85968638	EED	NM_003797	exon6
11	85975214	85975305	EED	NM_003797	exon7
11	85977125	85977258	EED	NM_003797	exon8
11	85979498	85979603	EED	NM_003797	exon9
11	85988022	85988180	EED	NM_003797	exon10
11	85988960	85989033	EED	NM_003797	exon11
11	85989441	85989567	EED	NM_003797	exon12
11	94153291	94153347	MRE11A	NM_005591	exon20
11	94163077	94163152	MRE11A	NM_005591	exon19
11	94168998	94169065	MRE11A	NM_005591	exon18
11	94170343	94170401	MRE11A	NM_005591	exon17
11	94178976	94179059	MRE11A	NM_005591	exon16
11	94180385	94180604	MRE11A	NM_005591	exon15
11	94189442	94189504	MRE11A	NM_005591	exon14
11	94192574	94192747	MRE11A	NM_005591	exon13
11	94194102	94194202	MRE11A	NM_005591	exon12
11	94197279	94197405	MRE11A	NM_005591	exon11
11	94200979	94201059	MRE11A	NM_005591	exon10
11	94203637	94203808	MRE11A	NM_005591	exon9
11	94204740	94204925	MRE11A	NM_005591	exon8
11	94209455	94209569	MRE11A	NM_005591	exon7
11	94211901	94212042	MRE11A	NM_005591	exon6
11	94212840	94212927	MRE11A	NM_005591	exon5
11	94219090	94219250	MRE11A	NM_005591	exon4
11	94223999	94224131	MRE11A	NM_005591	exon3
11	94225948	94225967	MRE11A	NM_005591	exon2
11	100909847	100910002	PGR	NM_000926	exon8
11	100912676	100912833	PGR	NM_000926	exon7
11	100920660	100920790	PGR	NM_000926	exon6
11	100922155	100922299	PGR	NM_000926	exon5
11	100933178	100933483	PGR	NM_000926	exon4
11	100962491	100962607	PGR	NM_000926	exon3
11	100996738	100996889	PGR	NM_000926	exon2
11	100998165	100999801	PGR	NM_000926	exon1
11	101981580	101981900	YAP1	NM_001130145	exon1
11	101984875	101985125	YAP1	NM_001130145	exon2
11	102033187	102033302	YAP1	NM_001130145	exon3
11	102056749	102056862	YAP1	NM_001130145	exon4
11	102076624	102076805	YAP1	NM_001130145	exon5
11	102080248	102080295	YAP1	NM_001130145	exon6
11	102094353	102094483	YAP1	NM_001130145	exon7
11	102098200	102098312	YAP1	NM_001130145	exon8
11	102100433	102100671	YAP1	NM_001130145	exon9
11	102195241	102196093	BIRC3	NM_182962	exon3
11	102196197	102196296	BIRC3	NM_182962	exon4
11	102198783	102198861	BIRC3	NM_182962	exon5
11	102199628	102199676	BIRC3	NM_182962	exon6
11	102201730	102201972	BIRC3	NM_182962	exon7
11	102206697	102206951	BIRC3	NM_182962	exon8
11	102207491	102207532	BIRC3	NM_182962	exon9
11	102207640	102207833	BIRC3	NM_182962	exon10
11	108098352	108098423	ATM	NM_000051	exon2
11	108098503	108098615	ATM	NM_000051	exon3
11	108099905	108100050	ATM	NM_000051	exon4
11	108106397	108106561	ATM	NM_000051	exon5
11	108114680	108114845	ATM	NM_000051	exon6
11	108115515	108115753	ATM	NM_000051	exon7
11	108117691	108117854	ATM	NM_000051	exon8
11	108119660	108119829	ATM	NM_000051	exon9
11	108121428	108121799	ATM	NM_000051	exon10
11	108122564	108122758	ATM	NM_000051	exon11
11	108123544	108123639	ATM	NM_000051	exon12
11	108124541	108124766	ATM	NM_000051	exon13
11	108126942	108127067	ATM	NM_000051	exon14
11	108128208	108128333	ATM	NM_000051	exon15
11	108129713	108129802	ATM	NM_000051	exon16
11	108137898	108138069	ATM	NM_000051	exon17
11	108139137	108139336	ATM	NM_000051	exon18
11	108141791	108141873	ATM	NM_000051	exon19
11	108141978	108142133	ATM	NM_000051	exon20
11	108143259	108143334	ATM	NM_000051	exon21
11	108143449	108143579	ATM	NM_000051	exon22
11	108150218	108150335	ATM	NM_000051	exon23
11	108151722	108151895	ATM	NM_000051	exon24
11	108153437	108153606	ATM	NM_000051	exon25
11	108154954	108155200	ATM	NM_000051	exon26
11	108158327	108158442	ATM	NM_000051	exon27
11	108159704	108159830	ATM	NM_000051	exon28
11	108160329	108160528	ATM	NM_000051	exon29
11	108163346	108163520	ATM	NM_000051	exon30
11	108164040	108164204	ATM	NM_000051	exon31
11	108165654	108165786	ATM	NM_000051	exon32
11	108168014	108168109	ATM	NM_000051	exon33
11	108170441	108170612	ATM	NM_000051	exon34
11	108172375	108172516	ATM	NM_000051	exon35
11	108173580	108173756	ATM	NM_000051	exon36
11	108175402	108175579	ATM	NM_000051	exon37
11	108178624	108178711	ATM	NM_000051	exon38
11	108180887	108181042	ATM	NM_000051	exon39
11	108183138	108183225	ATM	NM_000051	exon40
11	108186550	108186638	ATM	NM_000051	exon41
11	108186738	108186840	ATM	NM_000051	exon42
11	108188100	108188248	ATM	NM_000051	exon43
11	108190681	108190785	ATM	NM_000051	exon44
11	108192028	108192147	ATM	NM_000051	exon45
11	108196037	108196271	ATM	NM_000051	exon46
11	108196785	108196952	ATM	NM_000051	exon47
11	108198372	108198485	ATM	NM_000051	exon48
11	108199748	108199965	ATM	NM_000051	exon49
11	108200941	108201148	ATM	NM_000051	exon50
11	108202171	108202284	ATM	NM_000051	exon51
11	108202606	108202764	ATM	NM_000051	exon52
11	108203489	108203627	ATM	NM_000051	exon53
11	108204613	108204695	ATM	NM_000051	exon54
11	108205696	108205836	ATM	NM_000051	exon55
11	108206572	108206688	ATM	NM_000051	exon56
11	108213949	108214098	ATM	NM_000051	exon57
11	108216470	108216635	ATM	NM_000051	exon58
11	108218006	108218092	ATM	NM_000051	exon59
11	108224493	108224607	ATM	NM_000051	exon60
11	108225538	108225601	ATM	NM_000051	exon61
11	108235809	108235945	ATM	NM_000051	exon62
11	108236052	108236235	ATM	NM_000051	exon63
11	111956019	111956186	TIMM8B	NM_012459	exon2
11	111957632	111957683	SDHD	NM_003002	exon1
11	111958581	111958697	SDHD	NM_003002	exon2
11	111959591	111959735	SDHD	NM_003002	exon3
11	111965529	111965694	SDHD	NM_003002	exon4
11	118307228	118307659	MLL	NM_001197104	exon1
11	118339490	118339559	MLL	NM_001197104	exon2
11	118342377	118345030	MLL	NM_001197104	exon3
11	118347520	118347697	MLL	NM_001197104	exon4
11	118348682	118348916	MLL	NM_001197104	exon5
11	118350889	118350953	MLL	NM_001197104	exon6
11	118352430	118352807	MLL	NM_001197104	exon7
11	118353137	118353210	MLL	NM_001197104	exon8
11	118354898	118355029	MLL	NM_001197104	exon9
11	118355577	118355690	MLL	NM_001197104	exon10
11	118359329	118359475	MLL	NM_001197104	exon11
11	118360507	118360602	MLL	NM_001197104	exon12
11	118360844	118360964	MLL	NM_001197104	exon13
11	118361911	118362033	MLL	NM_001197104	exon14
11	118362459	118362643	MLL	NM_001197104	exon15
11	118363772	118363945	MLL	NM_001197104	exon16
11	118365003	118365113	MLL	NM_001197104	exon17
11	118365409	118365482	MLL	NM_001197104	exon18
11	118366415	118366608	MLL	NM_001197104	exon19
11	118366976	118367082	MLL	NM_001197104	exon20
11	118368651	118368788	MLL	NM_001197104	exon21
11	118369085	118369243	MLL	NM_001197104	exon22
11	118370018	118370135	MLL	NM_001197104	exon23
11	118370550	118370628	MLL	NM_001197104	exon24
11	118371702	118371862	MLL	NM_001197104	exon25
11	118372387	118372572	MLL	NM_001197104	exon26
11	118373113	118377361	MLL	NM_001197104	exon27
11	118378244	118378324	MLL	NM_001197104	exon28
11	118379851	118379915	MLL	NM_001197104	exon29
11	118380663	118380833	MLL	NM_001197104	exon30
11	118382666	118382740	MLL	NM_001197104	exon31
11	118390333	118390507	MLL	NM_001197104	exon32
11	118390672	118390779	MLL	NM_001197104	exon33
11	118391517	118391600	MLL	NM_001197104	exon34
11	118392003	118392132	MLL	NM_001197104	exon35
11	118392612	118392887	MLL	NM_001197104	exon36
11	119077128	119077322	CBL	NM_005188	exon1
11	119103158	119103405	CBL	NM_005188	exon2
11	119142445	119142591	CBL	NM_005188	exon3
11	119144578	119144734	CBL	NM_005188	exon4
11	119145542	119145663	CBL	NM_005188	exon5
11	119146707	119146844	CBL	NM_005188	exon6
11	119148467	119148554	CBL	NM_005188	exon7
11	119148876	119149007	CBL	NM_005188	exon8
11	119149220	119149423	CBL	NM_005188	exon9
11	119155679	119155810	CBL	NM_005188	exon10
11	119155899	119156276	CBL	NM_005188	exon11
11	119158562	119158656	CBL	NM_005188	exon12
11	119167628	119167744	CBL	NM_005188	exon13
11	119168094	119168191	CBL	NM_005188	exon14
11	119169068	119169250	CBL	NM_005188	exon15
11	119170205	119170491	CBL	NM_005188	exon16
11	125496664	125496728	CHEK1	NM_001274	exon2
11	125497502	125497725	CHEK1	NM_001274	exon3
11	125499127	125499191	CHEK1	NM_001274	exon4
11	125499286	125499355	CHEK1	NM_001274	exon5
11	125503058	125503246	CHEK1	NM_001274	exon6
11	125505324	125505428	CHEK1	NM_001274	exon7
11	125507344	125507439	CHEK1	NM_001274	exon8
11	125513687	125513795	CHEK1	NM_001274	exon9
11	125513986	125514163	CHEK1	NM_001274	exon10
11	125514407	125514538	CHEK1	NM_001274	exon11
11	125523641	125523742	CHEK1	NM_001274	exon12
11	125525120	125525215	CHEK1	NM_001274	exon13
12	394622	394828	KDM5A	NM_001042603	exon28
12	401925	402335	KDM5A	NM_001042603	exon27
12	404739	404959	KDM5A	NM_001042603	exon26
12	406207	406366	KDM5A	NM_001042603	exon25
12	416112	416255	KDM5A	NM_001042603	exon24
12	416620	417171	KDM5A	NM_001042603	exon23
12	418969	419130	KDM5A	NM_001042603	exon22
12	420051	420230	KDM5A	NM_001042603	exon21
12	422222	422360	KDM5A	NM_001042603	exon20
12	427272	427627	KDM5A	NM_001042603	exon19
12	430161	430275	KDM5A	NM_001042603	exon18
12	431583	431733	KDM5A	NM_001042603	exon17
12	432248	432372	KDM5A	NM_001042603	exon16
12	432766	432947	KDM5A	NM_001042603	exon15
12	438001	438195	KDM5A	NM_001042603	exon14
12	440985	441104	KDM5A	NM_001042603	exon13
12	442653	442815	KDM5A	NM_001042603	exon12
12	443407	443588	KDM5A	NM_001042603	exon11
12	459787	459945	KDM5A	NM_001042603	exon10
12	461371	461490	KDM5A	NM_001042603	exon9
12	463242	463400	KDM5A	NM_001042603	exon8
12	464324	464415	KDM5A	NM_001042603	exon7
12	465598	465703	KDM5A	NM_001042603	exon6
12	472129	472263	KDM5A	NM_001042603	exon5
12	475100	475270	KDM5A	NM_001042603	exon4
12	493197	493319	KDM5A	NM_001042603	exon3
12	495063	495140	KDM5A	NM_001042603	exon2
12	498093	498257	KDM5A	NM_001042603	exon1
12	1022557	1022618	RAD52	NM_134424	exon12
12	1023060	1023287	RAD52	NM_134424	exon11
12	1023597	1023698	RAD52	NM_134424	exon10
12	1025510	1025649	RAD52	NM_134424	exon9
12	1025805	1025986	RAD52	NM_134424	exon8
12	1034616	1034691	RAD52	NM_134424	exon7
12	1036311	1036429	RAD52	NM_134424	exon6
12	1038985	1039052	RAD52	NM_134424	exon5
12	1039217	1039310	RAD52	NM_134424	exon4
12	1040386	1040487	RAD52	NM_134424	exon3
12	1042141	1042224	RAD52	NM_134424	exon2
12	4383207	4383401	CCND2	NM_001759	exon1
12	4385171	4385386	CCND2	NM_001759	exon2
12	4387926	4388085	CCND2	NM_001759	exon3
12	4398008	4398156	CCND2	NM_001759	exon4
12	4409026	4409175	CCND2	NM_001759	exon5
12	11803062	11803094	ETV6	NM_001987	exon1
12	11905384	11905513	ETV6	NM_001987	exon2
12	11992074	11992238	ETV6	NM_001987	exon3
12	12006361	12006495	ETV6	NM_001987	exon4
12	12022358	12022903	ETV6	NM_001987	exon5
12	12037379	12037521	ETV6	NM_001987	exon6
12	12038860	12038960	ETV6	NM_001987	exon7
12	12043875	12043980	ETV6	NM_001987	exon8
12	12870774	12871248	CDKN1B	NM_004064	exon1
12	12871759	12871880	CDKN1B	NM_004064	exon2
12	18435016	18435693	PIK3C2G	NM_004570	exon2
12	18439781	18439863	PIK3C2G	NM_004570	exon3
12	18443789	18443946	PIK3C2G	NM_004570	exon4
12	18446835	18446949	PIK3C2G	NM_004570	exon5
12	18466896	18466998	PIK3C2G	NM_004570	exon6
12	18473896	18473966	PIK3C2G	NM_004570	exon7
12	18477969	18478032	PIK3C2G	NM_004570	exon8
12	18491360	18491482	PIK3C2G	NM_004570	exon9
12	18496261	18496294	PIK3C2G	NM_004570	exon10
12	18499575	18499770	PIK3C2G	NM_004570	exon11
12	18524114	18524245	PIK3C2G	NM_004570	exon12
12	18534700	18534814	PIK3C2G	NM_004570	exon13
12	18544056	18544186	PIK3C2G	NM_004570	exon14
12	18552593	18552781	PIK3C2G	NM_004570	exon15
12	18573875	18573968	PIK3C2G	NM_004570	exon16
12	18576879	18576973	PIK3C2G	NM_004570	exon17
12	18641383	18641563	PIK3C2G	NM_004570	exon18
12	18644385	18644492	PIK3C2G	NM_004570	exon19
12	18648996	18649088	PIK3C2G	NM_004570	exon20
12	18650553	18650682	PIK3C2G	NM_004570	exon21
12	18656215	18656351	PIK3C2G	NM_004570	exon22
12	18658226	18658395	PIK3C2G	NM_004570	exon23
12	18691090	18691246	PIK3C2G	NM_004570	exon24
12	18699257	18699366	PIK3C2G	NM_004570	exon25
12	18715637	18715826	PIK3C2G	NM_004570	exon26
12	18716311	18716432	PIK3C2G	NM_004570	exon27
12	18719883	18719991	PIK3C2G	NM_004570	exon28
12	18747428	18747503	PIK3C2G	NM_004570	exon29
12	18762469	18762563	PIK3C2G	NM_004570	exon30
12	18793363	18793488	PIK3C2G	NM_004570	exon31
12	18800810	18800962	PIK3C2G	NM_004570	exon32
12	25368375	25368494	KRAS	NM_033360	exon5
12	25378548	25378707	KRAS	NM_033360	exon4
12	25380168	25380346	KRAS	NM_033360	exon3
12	25398208	25398318	KRAS	NM_033360	exon2
12	31944693	31945100	H3F3C	NM_001013699	exon1
12	46123620	46123711	ARID2	NM_152641	exon1
12	46123827	46123920	ARID2	NM_152641	exon2
12	46125000	46125097	ARID2	NM_152641	exon3
12	46205201	46205334	ARID2	NM_152641	exon4
12	46211453	46211671	ARID2	NM_152641	exon5
12	46215203	46215270	ARID2	NM_152641	exon6
12	46230372	46230438	ARID2	NM_152641	exon7
12	46230524	46230774	ARID2	NM_152641	exon8
12	46231104	46231200	ARID2	NM_152641	exon9
12	46231281	46231490	ARID2	NM_152641	exon10
12	46233112	46233279	ARID2	NM_152641	exon11
12	46240639	46240720	ARID2	NM_152641	exon12
12	46242619	46242753	ARID2	NM_152641	exon13
12	46243363	46243559	ARID2	NM_152641	exon14
12	46243819	46246679	ARID2	NM_152641	exon15
12	46254584	46254732	ARID2	NM_152641	exon16
12	46285563	46285701	ARID2	NM_152641	exon17
12	46285794	46285879	ARID2	NM_152641	exon18
12	46287203	46287326	ARID2	NM_152641	exon19
12	46287413	46287504	ARID2	NM_152641	exon20
12	46298717	46298861	ARID2	NM_152641	exon21
12	49415563	49415655	MLL2	NM_003482	exon54
12	49415826	49415934	MLL2	NM_003482	exon53
12	49416063	49416136	MLL2	NM_003482	exon52
12	49416373	49416658	MLL2	NM_003482	exon51
12	49418361	49418491	MLL2	NM_003482	exon50
12	49418593	49418729	MLL2	NM_003482	exon49
12	49419965	49421105	MLL2	NM_003482	exon48
12	49421586	49421713	MLL2	NM_003482	exon47
12	49421792	49421924	MLL2	NM_003482	exon46
12	49422611	49422741	MLL2	NM_003482	exon45
12	49422844	49423019	MLL2	NM_003482	exon44
12	49423184	49423259	MLL2	NM_003482	exon43
12	49424063	49424222	MLL2	NM_003482	exon42
12	49424384	49424551	MLL2	NM_003482	exon41
12	49424676	49424816	MLL2	NM_003482	exon40
12	49424958	49427747	MLL2	NM_003482	exon39
12	49427850	49428082	MLL2	NM_003482	exon38
12	49428193	49428259	MLL2	NM_003482	exon37
12	49428365	49428449	MLL2	NM_003482	exon36
12	49428595	49428718	MLL2	NM_003482	exon35
12	49430908	49432772	MLL2	NM_003482	exon34
12	49433005	49433141	MLL2	NM_003482	exon33
12	49433218	49433400	MLL2	NM_003482	exon32
12	49433507	49435318	MLL2	NM_003482	exon31
12	49435438	49435488	MLL2	NM_003482	exon30
12	49435700	49435773	MLL2	NM_003482	exon29
12	49435872	49436113	MLL2	NM_003482	exon28
12	49436344	49436428	MLL2	NM_003482	exon27
12	49436524	49436661	MLL2	NM_003482	exon26
12	49436859	49436969	MLL2	NM_003482	exon25
12	49437146	49437211	MLL2	NM_003482	exon24
12	49437418	49437565	MLL2	NM_003482	exon23
12	49437651	49437781	MLL2	NM_003482	exon22
12	49437983	49438087	MLL2	NM_003482	exon21
12	49438186	49438305	MLL2	NM_003482	exon20
12	49438527	49438748	MLL2	NM_003482	exon19
12	49439703	49439750	MLL2	NM_003482	exon18
12	49439848	49439957	MLL2	NM_003482	exon17
12	49440043	49440207	MLL2	NM_003482	exon16
12	49440392	49440573	MLL2	NM_003482	exon15
12	49441748	49441852	MLL2	NM_003482	exon14
12	49442442	49442552	MLL2	NM_003482	exon13
12	49442888	49443001	MLL2	NM_003482	exon12
12	49443465	49444573	MLL2	NM_003482	exon11
12	49444669	49446207	MLL2	NM_003482	exon10
12	49446347	49446492	MLL2	NM_003482	exon9
12	49446698	49446855	MLL2	NM_003482	exon8
12	49446990	49447104	MLL2	NM_003482	exon7
12	49447259	49447424	MLL2	NM_003482	exon6
12	49447761	49447923	MLL2	NM_003482	exon5
12	49448090	49448199	MLL2	NM_003482	exon4
12	49448311	49448534	MLL2	NM_003482	exon3
12	49448683	49448809	MLL2	NM_003482	exon2
12	49449059	49449107	MLL2	NM_003482	exon1
12	50479153	50479329	SMARCD1	NM_003076	exon1
12	50479944	50480131	SMARCD1	NM_003076	exon2
12	50480404	50480446	SMARCD1	NM_003076	exon3
12	50480539	50480661	SMARCD1	NM_003076	exon4
12	50481146	50481268	SMARCD1	NM_003076	exon5
12	50482304	50482420	SMARCD1	NM_003076	exon6
12	50483667	50483768	SMARCD1	NM_003076	exon7
12	50484024	50484185	SMARCD1	NM_003076	exon8
12	50484276	50484373	SMARCD1	NM_003076	exon9
12	50488220	50488355	SMARCD1	NM_003076	exon10
12	50490633	50490755	SMARCD1	NM_003076	exon11
12	50492497	50492598	SMARCD1	NM_003076	exon12
12	50492730	50492783	SMARCD1	NM_003076	exon13
12	56474085	56474166	ERBB3	NM_001982	exon1
12	56477535	56477686	ERBB3	NM_001982	exon2
12	56478779	56478965	ERBB3	NM_001982	exon3
12	56480315	56480440	ERBB3	NM_001982	exon4
12	56481361	56481426	ERBB3	NM_001982	exon5
12	56481579	56481697	ERBB3	NM_001982	exon6
12	56481805	56481946	ERBB3	NM_001982	exon7
12	56482327	56482440	ERBB3	NM_001982	exon8
12	56482532	56482652	ERBB3	NM_001982	exon9
12	56486531	56486604	ERBB3	NM_001982	exon10
12	56486770	56486860	ERBB3	NM_001982	exon11
12	56487129	56487334	ERBB3	NM_001982	exon12
12	56487548	56487680	ERBB3	NM_001982	exon13
12	56487883	56487973	ERBB3	NM_001982	exon14
12	56488186	56488340	ERBB3	NM_001982	exon15
12	56489041	56489094	ERBB3	NM_001982	exon16
12	56489449	56489590	ERBB3	NM_001982	exon17
12	56490287	56490406	ERBB3	NM_001982	exon18
12	56490532	56490630	ERBB3	NM_001982	exon19
12	56490829	56491014	ERBB3	NM_001982	exon20
12	56491569	56491724	ERBB3	NM_001982	exon21
12	56492284	56492359	ERBB3	NM_001982	exon22
12	56492543	56492689	ERBB3	NM_001982	exon23
12	56493432	56493529	ERBB3	NM_001982	exon24
12	56493622	56493813	ERBB3	NM_001982	exon25
12	56493958	56494029	ERBB3	NM_001982	exon26
12	56494845	56495145	ERBB3	NM_001982	exon27
12	56495313	56495839	ERBB3	NM_001982	exon28
12	57857475	57857574	GLI1	NM_005269	exon2
12	57857782	57857874	GLI1	NM_005269	exon3
12	57858456	57858651	GLI1	NM_005269	exon4
12	57858894	57859038	GLI1	NM_005269	exon5
12	57859390	57859479	GLI1	NM_005269	exon6
12	57859571	57859708	GLI1	NM_005269	exon7
12	57860023	57860172	GLI1	NM_005269	exon8
12	57861116	57861280	GLI1	NM_005269	exon9
12	57861777	57862007	GLI1	NM_005269	exon10
12	57863214	57863481	GLI1	NM_005269	exon11
12	57864100	57865844	GLI1	NM_005269	exon12
12	58142308	58142400	CDK4	NM_000075	exon8
12	58142965	58143100	CDK4	NM_000075	exon7
12	58143237	58143287	CDK4	NM_000075	exon6
12	58144439	58144548	CDK4	NM_000075	exon5
12	58144706	58144873	CDK4	NM_000075	exon4
12	58144990	58145125	CDK4	NM_000075	exon3
12	58145283	58145500	CDK4	NM_000075	exon2
12	69202258	69202271	MDM2	NM_002392	exon1
12	69202988	69203072	MDM2	NM_002392	exon2
12	69207334	69207408	MDM2	NM_002392	exon3
12	69210592	69210725	MDM2	NM_002392	exon4
12	69214105	69214154	MDM2	NM_002392	exon5
12	69218143	69218210	MDM2	NM_002392	exon6
12	69218335	69218431	MDM2	NM_002392	exon7
12	69222551	69222711	MDM2	NM_002392	exon8
12	69229609	69229764	MDM2	NM_002392	exon9
12	69230452	69230529	MDM2	NM_002392	exon10
12	69233054	69233629	MDM2	NM_002392	exon11
12	102811596	102811781	IGF1	NM_001111285	exon4
